ARH,23.5,2022-06-06 17:25:17.457169
ARH,23.5,2022-06-06 17:25:27.945311
ARH,27.6,2022-06-06 17:25:38.187600
ARH,23.5,2022-06-06 17:25:48.667185
ARH,23.4,2022-06-06 17:25:59.174044
ARH,23.5,2022-06-06 17:26:09.584263
ARH,28.0,2022-06-06 17:26:19.831416
ARH,23.5,2022-06-06 17:26:30.318867
ARH,23.5,2022-06-06 17:26:40.765556
ARH,23.4,2022-06-06 17:26:51.257396
ARH,28.0,2022-06-06 17:27:01.452567
ARH,23.4,2022-06-06 17:27:11.945728
ARH,23.5,2022-06-06 17:27:22.316952
ARH,23.5,2022-06-06 17:27:32.758914
ARH,23.5,2022-06-06 17:27:43.226485
ARH,27.6,2022-06-06 17:27:53.488556
ARH,23.3,2022-06-06 17:28:03.964173
ARH,23.5,2022-06-06 17:28:14.330994
ARH,23.5,2022-06-06 17:28:24.786085
ARH,23.5,2022-06-06 17:28:35.241115
ARH,27.6,2022-06-06 17:28:45.450123
ARH,27.6,2022-06-06 17:28:55.898132
ARH,28.0,2022-06-06 17:29:06.300574
ARH,23.5,2022-06-06 17:29:16.795513
ARH,23.5,2022-06-06 17:29:27.233080
ARH,23.5,2022-06-06 17:29:37.732040
ARH,27.6,2022-06-06 17:29:47.890877
ARH,23.5,2022-06-06 17:29:58.556504
ARH,23.5,2022-06-06 17:30:08.932891
ARH,23.5,2022-06-06 17:30:19.345813
ARH,28.0,2022-06-06 17:30:29.530425
ARH,23.5,2022-06-06 17:30:40.014406
ARH,27.6,2022-06-06 17:30:50.359520
ARH,28.0,2022-06-06 17:31:00.778659
ARH,23.5,2022-06-06 17:31:11.273375
ARH,23.5,2022-06-06 17:31:21.772311
ARH,23.5,2022-06-06 17:31:32.188852
ARH,28.0,2022-06-06 17:31:42.331510
ARH,27.6,2022-06-06 17:31:52.774700
ARH,23.5,2022-06-06 17:32:03.204645
ARH,23.5,2022-06-06 17:32:13.630529
ARH,23.4,2022-06-06 17:32:24.074292
ARH,23.6,2022-06-06 17:32:34.463981
ARH,23.6,2022-06-06 17:32:44.898673
ARH,23.5,2022-06-06 17:32:55.322493
ARH,23.5,2022-06-06 17:33:05.810211
ARH,27.6,2022-06-06 17:33:15.967827
ARH,27.6,2022-06-06 17:33:26.391214
ARH,28.0,2022-06-06 17:33:36.779543
ARH,28.0,2022-06-06 17:33:47.255842
ARH,23.5,2022-06-06 17:33:57.713186
ARH,23.5,2022-06-06 17:34:08.115453
ARH,23.5,2022-06-06 17:34:18.572224
ARH,23.5,2022-06-06 17:34:29.049442
ARH,28.0,2022-06-06 17:34:39.229357
ARH,23.5,2022-06-06 17:34:49.721700
ARH,23.5,2022-06-06 17:35:00.189101
ARH,23.8,2022-06-06 17:35:10.687203
ARH,23.5,2022-06-06 17:35:21.085843
ARH,28.8,2022-06-06 17:35:31.285359
ARH,23.5,2022-06-06 17:35:41.755345
ARH,23.5,2022-06-06 17:35:52.201564
ARH,23.6,2022-06-06 17:36:02.662333
ARH,27.6,2022-06-06 17:36:12.900165
ARH,27.6,2022-06-06 17:36:23.322603
ARH,23.5,2022-06-06 17:36:33.794010
ARH,28.4,2022-06-06 17:36:44.070695
ARH,23.5,2022-06-06 17:36:54.548694
ARH,23.5,2022-06-06 17:37:05.110413
ARH,23.5,2022-06-06 17:37:15.497950
ARH,27.6,2022-06-06 17:37:25.697409
ARH,23.6,2022-06-06 17:37:36.202476
ARH,23.6,2022-06-06 17:37:46.646390
ARH,23.6,2022-06-06 17:37:57.126754
ARH,27.6,2022-06-06 17:38:07.329499
ARH,23.6,2022-06-06 17:38:17.788963
ARH,23.6,2022-06-06 17:38:28.251428
ARH,27.6,2022-06-06 17:38:38.577128
ARH,27.6,2022-06-06 17:38:48.992372
ARH,23.6,2022-06-06 17:38:59.509751
ARH,23.5,2022-06-06 17:39:09.999152
ARH,23.6,2022-06-06 17:39:20.264193
ARH,27.6,2022-06-06 17:39:30.537417
ARH,23.6,2022-06-06 17:39:41.023180
ARH,23.6,2022-06-06 17:39:51.526214
ARH,23.7,2022-06-06 17:40:01.930250
ARH,23.7,2022-06-06 17:40:12.314290
ARH,23.6,2022-06-06 17:40:22.796131
ARH,23.7,2022-06-06 17:40:33.196103
ARH,27.6,2022-06-06 17:40:43.408852
ARH,23.7,2022-06-06 17:40:53.924366
ARH,27.6,2022-06-06 17:41:04.203227
ARH,23.9,2022-06-06 17:41:14.690047
ARH,23.7,2022-06-06 17:41:25.202615
ARH,23.7,2022-06-06 17:41:35.662861
ARH,23.7,2022-06-06 17:41:45.904301
ARH,23.7,2022-06-06 17:41:56.425769
ARH,24.3,2022-06-06 17:42:06.805366
ARH,23.7,2022-06-06 17:42:17.269864
ARH,27.6,2022-06-06 17:42:27.462422
ARH,27.6,2022-06-06 17:42:37.880496
ARH,28.4,2022-06-06 17:42:48.297122
ARH,23.7,2022-06-06 17:42:58.802060
ARH,23.7,2022-06-06 17:43:09.260937
ARH,28.0,2022-06-06 17:43:19.489438
ARH,23.8,2022-06-06 17:43:29.972997
ARH,23.8,2022-06-06 17:43:40.444383
ARH,23.8,2022-06-06 17:43:50.929765
ARH,23.8,2022-06-06 17:44:01.221418
ARH,23.8,2022-06-06 17:44:11.702587
ARH,23.8,2022-06-06 17:44:21.957433
ARH,23.8,2022-06-06 17:44:32.451089
ARH,23.6,2022-06-06 17:44:42.897751
ARH,28.0,2022-06-06 17:44:53.100235
ARH,23.7,2022-06-06 17:45:03.635550
ARH,23.8,2022-06-06 17:45:14.146406
ARH,27.6,2022-06-06 17:45:24.352412
ARH,23.8,2022-06-06 17:45:34.911732
ARH,23.8,2022-06-06 17:45:45.361092
ARH,23.8,2022-06-06 17:45:55.654341
ARH,23.8,2022-06-06 17:46:06.165991
ARH,27.6,2022-06-06 17:46:16.382544
ARH,23.8,2022-06-06 17:46:26.838074
ARH,23.8,2022-06-06 17:46:37.223938
ARH,23.8,2022-06-06 17:46:47.721829
ARH,23.8,2022-06-06 17:46:58.208183
ARH,23.9,2022-06-06 17:47:08.444748
ARH,23.8,2022-06-06 17:47:18.942218
ARH,23.8,2022-06-06 17:47:29.379729
ARH,27.6,2022-06-06 17:47:39.593530
ARH,23.8,2022-06-06 17:47:50.103447
ARH,23.8,2022-06-06 17:48:00.653360
ARH,27.6,2022-06-06 17:48:10.795596
ARH,27.6,2022-06-06 17:48:21.239783
ARH,23.8,2022-06-06 17:48:31.723842
ARH,23.8,2022-06-06 17:48:42.233057
ARH,27.6,2022-06-06 17:48:52.411740
ARH,27.6,2022-06-06 17:49:02.835127
ARH,27.6,2022-06-06 17:49:13.281934
ARH,23.8,2022-06-06 17:49:23.699901
ARH,28.0,2022-06-06 17:49:34.012723
ARH,23.8,2022-06-06 17:49:44.529352
ARH,27.6,2022-06-06 17:49:54.827075
ARH,27.6,2022-06-06 17:50:05.283103
ARH,23.6,2022-06-06 17:50:15.807983
ARH,23.8,2022-06-06 17:50:26.312253
ARH,23.8,2022-06-06 17:50:36.592258
ARH,27.6,2022-06-06 17:50:46.888582
ARH,23.8,2022-06-06 17:50:57.324396
